,essay_index,text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
1092,2314,AC7AB280A93C,3.5,3.0,4.0,3.5,3.0,3.5
1093,1809,88402C999412,2.5,2.5,3.0,3.0,2.5,2.5
1094,1946,92F6C1E71237,2.5,3.0,3.0,2.5,2.5,2.0
1095,2674,C5C74A1D0020,3.0,2.5,3.0,2.5,2.5,3.0
1096,2581,BFA732D9C006,4.0,3.0,3.0,3.5,4.0,3.5
1097,243,1202062A4FA5,4.0,3.5,3.5,3.5,2.5,3.5
1098,1704,81306D4B4CC1,3.5,3.5,3.5,3.5,4.0,3.5
1099,401,1E4E4216EB39,4.0,3.5,4.0,4.0,3.5,3.0
1100,2032,995452515AB0,2.0,2.0,2.0,2.0,2.0,2.0
1101,1984,963501C88479,3.0,3.0,3.5,4.0,3.5,2.5
1102,3121,DCB9EAF9C92A,4.0,3.5,3.0,3.0,4.0,3.0
1103,3853,FDE0B653AD74,4.0,3.5,3.5,4.0,4.0,3.5
1104,450,21F8069EC7F7,3.0,3.0,3.5,3.0,3.5,2.5
1105,1227,5F407964AF46,2.0,2.0,3.0,2.0,3.0,2.0
1106,3066,DA5CA667B729,4.0,4.0,4.0,4.5,5.0,4.5
1107,3034,D92BFF2AC7FD,3.5,3.5,3.0,3.0,3.0,3.0
1108,2333,AD5F7E8C127F,3.5,3.0,3.5,4.0,3.5,3.0
1109,471,23958A3106EA,4.0,4.0,4.0,4.0,3.5,4.5
1110,2849,CEFC32741811,3.0,2.5,3.5,3.5,4.0,3.0
1111,3555,F1329DA98283,3.5,3.0,4.0,4.0,3.0,3.0
1112,3377,E8C3FA5907B0,3.0,3.5,3.0,3.0,3.5,3.5
1113,1674,7F1F55F771F9,3.5,3.5,3.5,3.5,3.0,3.0
1114,2784,CBF103FE58DD,2.0,2.0,2.5,3.0,2.5,2.5
1115,3097,DBBAF0AB97FB,2.5,3.0,3.0,3.0,3.0,2.0
1116,1787,87692B9A8184,4.0,3.0,3.0,3.0,3.0,4.0
1117,1833,8A2A9C25B642,3.0,2.5,3.5,3.5,3.0,3.0
1118,611,2E6495FC2C72,2.5,2.0,3.0,3.5,2.5,2.0
1119,1407,6C449C1EDB2D,3.0,3.5,3.0,3.5,4.0,3.5
1120,2474,B7FCFC6A7011,2.0,2.0,3.0,3.0,3.0,2.5
1121,3793,FAC0A72D62EE,4.0,4.0,3.5,4.0,4.0,4.5
1122,3015,D80B98C274D4,4.0,3.5,3.0,3.5,3.0,3.5
1123,3700,F772343CC7A7,2.5,3.0,3.0,2.0,2.5,3.0
1124,2122,9EC4A16802BF,4.0,4.5,4.5,4.0,4.5,4.0
1125,2961,D45A0B7F9D48,4.0,3.5,4.0,4.0,4.0,3.5
1126,2741,C996AAF4ADF6,2.0,2.5,3.0,2.5,2.0,3.0
1127,3009,D7817C171926,2.5,3.0,2.5,3.0,3.0,3.5
1128,2730,C8EBB096262B,3.0,2.0,2.5,2.5,2.0,2.5
1129,2321,ACB4771E367E,4.5,4.0,4.0,4.0,4.5,3.5
1130,1218,5EAC31CA561A,2.5,2.5,2.5,3.0,2.5,2.5
1131,1776,8658D3ABB67F,3.0,3.5,3.0,3.0,2.5,2.5
1132,1498,7373B4F44528,4.0,4.0,4.0,4.0,3.5,3.5
1133,3406,EA04020F5ECD,1.5,1.5,2.0,2.0,2.0,1.0
1134,3438,EBE0730AFF0E,3.5,2.5,3.5,3.5,2.5,2.5
1135,2097,9DB8409B95F6,3.5,3.5,4.0,4.0,4.0,4.0
1136,1729,82F9FDBD6F98,2.5,3.0,3.0,3.0,3.0,3.5
1137,540,294C41270CAB,3.0,3.0,3.0,3.0,4.0,3.0
1138,110,083E12F6B1D0,2.5,3.0,3.5,2.5,3.5,2.5
1139,1631,7BC73C8FBDBC,3.5,3.0,3.0,3.0,2.5,2.5
1140,510,269101ABF266,3.5,3.0,3.5,3.5,3.0,3.5
1141,1613,7AC357DAA5D7,4.0,3.5,4.0,4.0,3.0,3.5
1142,1995,9715AAF5B952,3.5,3.5,3.0,3.5,3.0,3.5
1143,3127,DCE82F61BE10,3.0,3.5,3.5,3.5,3.0,3.0
1144,2045,9A25D43F4CEF,2.5,3.0,3.0,3.5,4.0,3.0
1145,2092,9D716D9F4EBA,3.0,3.0,3.0,3.0,2.5,2.5
1146,3021,D8532CCFE454,3.0,2.5,3.5,2.5,2.5,2.5
1147,1719,82722CEBCAB3,4.0,3.0,4.0,3.0,3.5,3.0
1148,1607,7A7660BBEE86,3.5,2.5,3.0,3.0,2.0,2.5
1149,3072,DA8F8C0D6952,4.0,4.5,4.5,4.5,4.0,4.5
1150,78,05E5653B781C,3.0,3.5,3.0,3.0,3.5,3.0
1151,2779,CBB0475A89B4,3.0,3.0,4.0,3.5,4.0,4.0
1152,2317,ACA08DBF39EE,2.5,3.0,2.5,2.5,2.5,2.0
1153,1996,97167C9DC677,3.0,3.0,4.0,3.5,3.5,3.5
1154,2720,C858F547F2AD,4.5,3.0,3.5,4.0,4.0,3.0
1155,313,16DA6810DEF3,3.5,3.0,2.5,3.0,3.5,3.0
1156,3859,FE31D12E44FE,3.0,3.0,2.5,3.0,3.0,3.0
1157,1307,648D40256ADB,2.0,2.0,2.5,2.0,2.0,2.5
1158,911,4608287E9B30,3.0,3.5,3.0,3.5,3.0,3.5
1159,697,35A7E263AC71,2.5,2.5,3.0,3.0,3.0,2.5
1160,2386,B18BEE398BAD,2.5,2.0,2.5,2.0,2.5,2.0
1161,466,2327EC67A339,2.5,2.5,2.5,2.5,3.0,2.5
1162,1019,4E13812BC1ED,4.0,2.5,4.0,3.0,3.0,3.5
1163,363,1BAD681F72CB,3.0,3.0,2.5,2.5,2.5,3.0
1164,1842,8AAC040AE6C7,2.0,2.0,2.0,2.0,2.0,2.0
1165,3652,F5817C081342,3.5,3.5,4.0,4.0,3.0,3.5
1166,1344,6792C2E73B6A,2.0,2.0,2.5,2.5,2.0,2.5
1167,1360,68685615FE0C,3.5,4.0,3.5,3.5,2.5,3.0
1168,3320,E5C9AD14EB2D,2.0,3.0,3.0,2.0,2.0,2.5
1169,2069,9B9E23C5D3C8,3.0,2.0,3.0,2.5,2.5,2.5
1170,3223,E19CE100743C,3.5,3.5,4.0,3.5,3.5,3.0
1171,3833,FCD96EA1E6E8,3.0,2.0,3.0,3.0,2.5,2.0
1172,1524,7545AC12D178,2.5,1.5,3.0,2.0,2.0,2.5
1173,1034,4F158CCF45AC,2.5,2.5,2.5,2.0,2.0,2.5
1174,2733,C928D32FE5C5,4.5,4.5,4.5,4.5,4.5,5.0
1175,83,061AF57CB05C,3.0,3.5,3.0,3.5,3.5,3.5
1176,79,05EC08C05019,4.0,3.0,4.0,3.5,3.0,3.5
1177,662,332F7B4392BA,3.0,3.0,3.0,3.0,3.0,3.5
1178,1439,6E70CECCE25D,3.0,3.5,3.0,3.0,2.5,3.5
1179,3811,FBC421A7BE79,3.0,3.0,3.0,3.5,2.5,2.5
1180,919,46AD88A6F157,3.0,3.5,3.5,3.5,3.0,3.5
1181,1440,6E71B040D5C6,2.5,2.5,2.5,2.5,2.5,3.0
1182,3162,DEA1F417949A,4.0,4.0,4.0,4.0,4.0,4.0
1183,2986,D62F970B0DAE,3.0,3.0,3.0,3.0,3.0,2.0
1184,2769,CB17AF6F1138,2.0,2.5,3.0,3.0,2.5,2.5
1185,2253,A8D0ADC676C0,2.0,2.0,3.0,2.5,2.5,2.0
1186,2376,B06DEBFFD2A8,3.0,3.0,3.0,2.5,2.5,2.5
1187,808,3E9A664FFD33,4.0,3.5,4.0,4.0,3.0,4.0
1188,1510,7445CD7E0985,3.0,3.0,3.0,3.0,3.0,3.0
1189,3039,D9469EFAE287,3.5,3.0,3.5,3.5,3.0,3.0
1190,2576,BF5D1465DFFC,3.0,3.0,3.0,3.0,3.5,3.0
1191,656,32B2D5592E1D,2.5,2.0,3.0,2.5,2.0,2.0
1192,1921,90BF447C6E83,2.5,2.5,2.5,3.0,2.0,2.0
1193,1442,6E90DC70B7A9,3.0,3.0,3.0,2.5,2.5,2.5
1194,3698,F763D4DB9224,3.5,3.5,3.5,3.5,3.5,3.5
1195,858,41EAC230D430,3.5,3.5,4.5,4.5,4.0,4.0
1196,1803,87E3F6FDAA68,3.5,3.5,3.5,3.5,4.0,3.0
1197,2808,CD47F64F2398,2.5,3.0,3.0,3.0,2.0,2.5
1198,3236,E21038BEF290,3.5,3.5,3.0,4.0,4.0,3.5
1199,2848,CEF302996231,3.0,3.0,3.0,2.5,3.0,3.0
1200,844,40DB9B4FC90A,3.5,3.0,3.0,3.0,2.5,3.5
1201,833,402843726F3B,2.5,3.0,2.5,2.5,3.0,2.5
1202,1614,7AC5AC48813D,3.0,3.0,3.0,3.0,3.0,2.5
1203,213,0FFB44B5D0C2,3.0,3.0,4.0,3.0,3.5,3.0
1204,2520,BB38DB117F33,3.0,3.0,3.0,2.5,2.5,3.0
1205,3437,EBD586EB3AA8,4.0,3.0,4.0,3.5,3.0,3.5
1206,131,0A324290AFE7,3.5,3.5,3.5,4.0,3.0,4.0
1207,439,211699D25472,3.5,3.0,3.5,3.0,3.0,3.0
1208,3699,F771A9924D56,2.5,3.0,3.0,2.5,2.5,2.5
1209,2421,B3F0F2F6487F,3.5,3.5,3.0,3.5,3.5,3.5
1210,2524,BB7BD362A162,3.0,2.5,3.5,3.0,3.0,2.5
1211,1609,7A89CCBBD747,2.0,2.5,3.0,2.5,2.0,2.0
1212,853,41BB825BAEBB,3.5,2.5,3.5,3.5,3.5,3.0
1213,448,21B100A503DC,3.0,3.0,4.0,4.0,4.0,3.0
1214,3487,EE855A723FE0,3.0,2.5,2.5,2.5,2.0,3.0
1215,3896,FF8A189E3BE4,2.0,3.0,3.0,2.5,2.0,2.0
1216,3575,F1B1760AD63F,3.5,3.0,3.0,3.0,4.0,3.0
1217,3444,EC0B04508F7C,3.5,2.5,3.0,2.5,3.0,3.0
1218,1727,82F7210163B5,3.5,3.5,4.0,4.0,3.5,3.5
1219,103,07C6BB6ADA38,3.0,3.5,4.0,3.0,3.0,2.5
1220,3297,E4C49D70C330,2.5,3.0,3.5,2.5,3.0,3.5
1221,523,27FC2D31B704,3.0,3.0,2.5,2.5,3.0,3.0
1222,1102,54D835ADB326,2.5,2.5,2.5,2.5,2.0,2.5
1223,1821,89506A98AC2B,3.5,3.0,3.0,3.0,3.0,2.5
1224,1415,6CB31DED1BF0,3.0,2.5,3.5,3.5,3.5,3.5
1225,165,0C88E7BE611B,2.5,3.0,3.0,3.0,2.0,2.5
1226,3343,E770240CAEE1,2.5,2.5,3.0,3.5,2.0,2.5
1227,907,45A86623B659,3.0,2.5,2.5,3.0,2.0,2.5
1228,2662,C4B53350B704,2.5,2.0,3.0,2.5,2.0,2.0
1229,2397,B2123357B114,3.5,3.0,3.0,3.0,2.5,2.5
1230,3275,E376D913FA25,2.5,1.5,3.0,2.0,3.0,2.5
1231,2419,B3AB4E6C5678,3.0,3.0,3.0,2.5,2.5,2.5
1232,1860,8C0D50387A60,3.5,3.0,3.5,3.0,3.0,3.0
1233,2918,D26C9B0368D0,3.5,4.0,4.0,3.5,3.5,3.0
1234,2555,BDF13939FA26,3.0,3.0,3.0,3.0,3.5,2.5
1235,1741,83C48C5697AE,3.0,3.0,3.0,2.5,2.0,2.5
1236,2499,B9F6B348FC3A,2.0,2.0,3.0,3.0,2.0,2.5
1237,395,1DFACB5D0C9E,3.0,3.5,3.0,3.0,3.0,3.5
1238,625,2F3E35DA88B0,3.5,3.5,3.5,3.5,4.0,3.0
1239,695,35954693FE8E,4.5,3.5,3.5,4.0,3.5,4.0
1240,947,48837626943D,3.0,2.5,3.5,3.0,3.5,3.0
1241,761,3AD5BFDC11E4,3.5,3.0,3.0,3.5,3.0,3.5
1242,2739,C97525A88E48,3.0,3.5,2.5,3.5,2.5,3.0
1243,2311,AC5D4FAD6FDA,3.5,4.0,4.5,4.5,4.0,4.0
1244,1383,6A977849DE08,4.0,4.5,4.5,4.0,4.0,4.0
1245,2228,A6745A8EE7AF,2.0,2.5,3.5,2.5,2.5,2.5
1246,3362,E8445DB18983,2.5,2.0,2.5,3.0,2.0,2.5
1247,1401,6BEE2EEEDD39,2.5,2.5,3.0,3.0,2.5,2.5
1248,645,31B604C7D90F,3.0,3.5,3.5,3.5,2.5,3.5
1249,3659,F5BC1532013D,3.0,2.5,2.5,2.5,2.5,3.0
1250,2993,D6894AB9188B,3.5,3.0,3.5,3.5,3.0,3.5
1251,3822,FC5120C98AE7,3.5,3.5,3.5,4.0,3.5,3.0
1252,1882,8DF5D7CF4085,4.5,3.5,3.5,4.0,3.5,4.0
1253,771,3BD4B53512BD,2.0,2.5,3.0,2.5,2.0,2.5
1254,3520,EFBF293CC2AF,4.0,3.5,4.0,4.0,3.5,3.5
1255,51,0465517EB6B7,2.5,2.0,3.0,2.5,3.0,2.0
1256,2598,C0B30026B439,2.5,2.5,3.0,3.0,3.0,3.0
1257,2541,BCE3D895D850,2.5,3.0,3.0,3.0,2.5,3.5
1258,2649,C41DFE052637,3.5,3.5,3.5,3.5,4.0,4.5
1259,2822,CDCE6EB37AF6,3.0,2.0,3.0,2.0,2.0,2.0
1260,3062,DA254A895F0D,2.0,2.0,3.0,3.0,2.5,2.0
1261,1375,69FD256DCE38,3.0,2.5,3.0,3.0,2.5,2.0
1262,1121,56F9E8427D97,4.0,3.0,4.0,4.0,3.0,4.0
1263,3565,F17D56052066,3.5,3.0,3.0,3.0,3.5,3.0
1264,1035,4F22FF7F59A0,3.5,3.0,3.5,3.0,3.0,3.0
1265,2451,B6A5721D64C1,3.0,3.5,3.5,3.5,3.0,3.5
1266,2286,AAE16C990870,2.5,2.5,2.5,2.5,2.5,2.5
1267,2145,A055576C0F9E,2.5,3.0,3.0,3.0,3.0,2.5
1268,3656,F5A5B0906BE8,3.5,3.0,3.5,3.0,3.0,3.5
1269,3342,E76B3F5205CD,1.0,1.5,1.5,2.0,1.5,1.0
1270,111,084763DC1C8C,3.5,3.0,3.0,2.5,2.5,2.5
1271,183,0E03218FDD2F,4.0,4.5,4.0,5.0,5.0,5.0
1272,2517,BB0EA66E43C4,2.0,2.5,3.0,3.0,2.5,2.5
1273,613,2E8C8C439D36,2.5,2.5,3.0,2.5,2.5,3.5
1274,3770,FA130BF0072E,3.0,2.5,3.5,3.5,3.0,2.5
1275,3054,D9E7B148EF8C,3.0,2.5,3.0,2.0,2.0,2.5
1276,1706,814EE41F6FF3,3.0,2.5,2.5,2.0,2.5,3.0
1277,1557,777F0E16E55E,2.0,2.5,3.0,3.0,3.0,3.0
1278,3775,FA3D872358BF,2.5,2.5,2.5,2.5,3.0,3.0
1279,1711,81B5D8CBA063,4.0,3.5,4.0,4.0,4.0,3.0
1280,1178,5B14D81A0167,2.0,3.0,3.0,2.5,2.5,3.0
1281,2129,9F68BAB4FB63,3.0,3.5,3.0,3.0,3.0,3.5
1282,2532,BBE9DDA6E3BD,4.0,4.0,3.5,4.0,4.0,4.0
1283,397,1E11EA73C7B3,3.0,4.0,4.0,4.5,4.5,4.0
1284,1291,62F578BA97ED,3.5,2.5,2.5,3.0,2.5,3.0
1285,1630,7BBB35F9D1BD,3.5,3.0,3.0,3.5,3.5,3.0
1286,3365,E853D5DD528D,3.0,3.0,3.5,2.5,2.0,2.5
1287,3030,D9018539576D,4.5,4.5,4.5,4.5,4.5,5.0
1288,1743,83FBBD0447F2,3.0,2.5,3.5,3.5,3.0,3.0
1289,2136,9FAA62801E13,2.0,2.5,2.0,2.0,2.5,2.0
1290,2086,9C9F45A47A92,2.5,2.0,3.0,2.0,2.0,3.0
1291,2861,CFBD5DD8ECFD,3.5,4.0,3.5,3.5,4.0,4.0
1292,2920,D2910C3C8E3B,3.5,3.0,3.0,3.0,3.0,2.0
1293,571,2B6FE734CB4E,2.5,2.5,3.0,2.5,2.5,2.5
1294,3908,FFDC4011AC9C,2.5,3.0,3.0,3.0,3.5,3.0
1295,3449,EC5138D8C9D6,3.5,2.5,3.0,3.0,2.5,2.5
1296,3007,D779EEB6F8BC,3.5,3.5,3.0,3.5,4.0,3.5
1297,2309,AC1F60D0F85D,3.0,2.5,3.0,3.0,3.0,2.5
1298,3551,F12C7794CDCB,3.5,3.0,4.0,4.0,4.0,4.0
1299,1534,7600F1C7D884,3.0,3.5,3.5,4.0,4.5,4.0
1300,3529,F0116D8BA334,3.5,2.5,3.0,3.5,2.5,3.0
1301,3897,FF8BAC351714,2.5,2.0,3.0,3.0,2.0,2.5
1302,1874,8D160B0BC04B,3.5,3.5,3.5,4.0,4.5,3.5
1303,356,1B056DE0E856,3.5,3.0,3.0,3.0,3.0,2.0
1304,608,2E043F67934C,3.0,3.0,3.0,3.0,2.5,2.5
1305,3389,E952F0EB5083,3.0,3.5,3.0,4.0,3.5,4.0
1306,239,1170D6863F27,3.0,2.5,2.5,2.5,2.5,3.0
1307,3791,FAB189F7E4DF,3.0,3.0,3.0,3.5,3.0,3.0
1308,3293,E481AA5C2F0B,2.5,2.5,2.5,2.5,2.0,2.5
1309,2167,A1DC92E4E3C8,3.0,3.5,4.0,3.5,3.0,3.0
1310,2944,D3A5813D8C06,2.5,3.0,2.0,2.5,2.0,2.0
1311,1814,88ECDCC89475,3.5,3.0,4.0,3.0,3.0,3.5
1312,2799,CC9E2835EFAF,3.5,3.5,3.0,4.0,4.0,3.0
1313,374,1C65B8D20F73,3.5,2.5,3.0,3.5,2.5,3.0
1314,3685,F6EAE029B20B,4.0,4.0,3.5,3.5,3.5,4.0
1315,1937,925371DCF84D,2.0,2.0,2.0,2.0,1.5,1.0
1316,1321,65593BCE26BF,2.5,3.0,4.0,3.5,3.0,3.5
1317,1125,5754104B2928,3.0,3.5,4.0,3.5,3.0,3.0
1318,3473,ED8E7F6A56DD,4.0,3.5,4.0,3.5,4.0,4.0
1319,1527,759E0659FF69,3.5,3.5,3.5,3.0,3.0,3.0
1320,3882,FED42BB10805,3.0,2.0,3.0,2.5,2.5,1.5
1321,3160,DE921CECE21A,3.5,4.0,4.0,4.0,4.0,4.0
1322,729,38452CB371C9,3.0,3.0,3.0,2.5,3.0,2.5
1323,2458,B7053BDF5BA0,3.5,3.0,3.5,3.5,3.0,4.0
1324,2495,B9B02A6FB3F9,2.5,2.0,2.5,2.5,2.0,2.5
1325,1391,6B3B3CB54EB9,3.5,3.0,3.5,3.0,3.5,3.5
1326,3501,EEEF81C2E133,3.0,3.0,3.5,3.0,3.0,3.0
1327,1408,6C6B01577E01,3.0,3.5,3.0,3.0,3.0,3.5
1328,3563,F16AFE936F49,3.0,3.0,3.0,3.5,4.0,3.5
1329,2264,A98482015F5A,4.5,4.0,4.5,4.5,4.5,4.0
1330,382,1D1C40F5718C,2.5,2.0,3.0,3.0,2.5,2.5
1331,3081,DAF9AC30424E,3.5,3.0,2.5,2.5,3.5,3.0
1332,2589,BFEA2E7F1486,4.0,4.0,3.5,4.0,3.5,4.0
1333,1502,73930228893B,2.5,2.5,3.0,2.5,3.5,3.5
1334,3104,DBE977177080,2.5,2.5,3.0,3.0,2.5,2.5
1335,3443,EC07B11B2CF3,2.0,2.0,3.0,2.5,2.0,2.0
1336,1320,654DF9ECDD42,3.0,2.5,3.5,2.5,3.0,2.5
1337,3303,E51754AD1D38,2.5,3.0,2.5,2.5,3.5,3.5
1338,1233,5F8195FBA0CA,4.0,3.5,4.0,3.5,3.5,4.5
1339,2236,A742ED869970,3.5,3.5,3.0,4.0,3.5,3.5
1340,3006,D776E7CA9913,2.5,2.5,3.0,3.0,2.0,2.5
1341,681,34716B652420,2.0,1.5,2.0,2.0,2.0,2.0
1342,2994,D6930DD4EDD0,3.5,3.5,3.5,3.5,4.0,3.5
1343,1274,61C4FCA012D7,3.5,2.5,3.5,3.0,2.5,3.5
1344,2789,CC0186CE98B3,1.5,1.0,2.0,2.0,1.5,1.5
1345,2364,AF9F53EC3673,4.0,4.5,4.5,4.5,4.0,3.5
1346,123,094684D6DD30,3.0,2.0,3.0,2.5,2.0,3.0
1347,2634,C3429FEF8AEE,3.5,3.5,3.5,3.5,2.5,3.5
1348,660,331760E7A5CB,2.5,3.0,3.5,3.5,3.5,3.0
1349,1796,8799E3BD41EB,3.0,3.0,2.5,2.5,2.0,3.5
1350,2579,BF652DD7B469,2.5,3.0,3.0,2.5,2.5,3.0
1351,2303,ABC59FCA6150,3.0,2.5,3.0,3.0,2.5,3.0
1352,2710,C78AC0CB25F9,4.0,3.5,4.5,3.5,3.5,3.5
1353,1960,93EF5F755313,3.5,3.0,3.5,3.5,2.5,2.5
1354,3423,EAE71A9E0247,2.5,2.5,2.5,3.0,3.0,2.5
1355,230,10DF0ACB336C,2.5,3.0,3.0,2.5,3.0,2.5
1356,901,45291197F292,2.0,2.5,3.5,3.0,2.5,2.5
1357,3132,DCFBEEAC3AA8,2.5,2.0,2.5,2.0,2.0,2.5
1358,765,3B355996A407,3.0,2.5,3.0,2.5,2.5,2.5
1359,3177,DF64D7FF61F1,3.0,2.5,3.0,2.0,2.5,3.0
1360,3197,E07F7A913FB6,4.5,4.0,4.0,4.5,4.5,4.0
1361,2428,B46E31AA2653,2.5,4.0,3.5,3.0,3.0,3.0
1362,3156,DE56AA9B4BF1,3.5,3.0,3.5,4.0,3.5,3.5
1363,1745,840619A0CF0B,3.0,3.0,3.5,3.5,3.0,2.5
1364,2912,D2421A895FFA,3.5,3.5,3.5,3.5,2.5,4.0
1365,787,3D3C80EF2AAA,3.0,2.5,3.0,3.0,3.0,2.0
1366,2149,A0B2BF94231C,4.0,3.5,3.5,4.0,3.5,4.0
1367,3456,ECB127F00953,4.0,4.0,3.5,3.5,4.0,4.0
1368,3086,DB2EA5C4828F,1.0,1.0,1.5,1.0,1.0,1.0
1369,421,2003BF2E6DD0,4.5,4.0,4.0,4.0,4.5,4.0
1370,3217,E12450BAE343,3.5,3.5,4.0,3.5,3.5,3.0
1371,2925,D2DF0FA5218C,3.0,3.0,3.5,3.5,3.5,3.5
1372,3851,FDC94E0FE9C8,3.5,3.0,4.0,3.5,3.0,3.5
1373,1873,8D14BC33208D,3.5,3.5,2.5,3.0,3.0,3.5
1374,2614,C1E9D98B3613,3.5,3.0,3.5,4.0,3.5,3.5
1375,3584,F21B26DBED29,4.5,4.0,5.0,4.5,4.5,4.5
1376,2138,9FDD8A146288,3.0,2.5,2.5,2.5,2.5,2.5
1377,798,3DFE1FE3FCE8,3.0,3.0,3.5,3.5,2.5,3.0
1378,1870,8CDBA4104C7E,4.5,4.0,4.0,4.0,4.0,4.0
1379,2007,97A27B9801B5,2.5,2.5,3.0,3.0,2.5,3.5
1380,2571,BF0AF86DFDE1,3.5,3.5,3.5,4.0,4.0,3.5
1381,626,2F56C4AD3F46,4.0,4.0,3.5,3.0,3.0,4.0
1382,495,2568B64DB374,3.5,2.5,4.0,3.5,3.0,3.0
1383,3215,E11139259D4E,4.0,3.5,3.5,4.0,4.0,3.5
1384,1616,7AF7DC456D3C,3.5,4.0,4.0,4.0,3.5,4.5
1385,1782,86E335C1EB06,3.5,3.5,3.0,3.5,3.5,3.5
1386,2206,A495DAE52B0E,3.0,3.5,3.0,3.0,3.5,4.0
1387,1890,8E764A2C7266,2.5,2.0,3.0,2.5,2.0,2.5
1388,790,3D739817CC30,2.5,2.0,2.5,2.0,2.0,2.0
1389,2557,BE1B8DAE1D75,3.0,3.0,3.0,3.0,2.5,3.0
1390,3393,E96C123FAC95,4.0,3.0,4.0,3.5,3.5,3.0
1391,2414,B379CB700CCD,2.5,3.0,3.0,3.0,3.0,2.5
1392,3665,F5FAD709AAFC,2.0,3.0,2.0,2.5,2.0,2.0
1393,2276,AA2191D8D24E,3.0,3.0,3.0,3.0,3.0,2.5
1394,3821,FC36DBAE640B,3.0,3.0,3.0,2.5,2.5,2.5
1395,417,1FB89CF59E5B,3.5,3.5,3.5,3.5,3.5,4.0
1396,742,39492CE9549E,4.0,4.5,4.0,4.0,4.0,3.5
1397,2127,9F27EAC1E27D,4.0,3.5,4.0,4.5,3.0,3.5
1398,1214,5E830B6462DB,2.5,2.5,3.0,2.5,3.5,2.5
1399,492,25518B329285,3.5,3.5,3.0,3.0,3.0,3.0
1400,1909,8FF22F2804A3,3.0,2.0,3.0,2.5,2.0,2.5
1401,1169,5A9C20C851FD,3.5,3.5,3.0,3.0,2.5,3.5
1402,2608,C1959178FC53,3.0,3.0,3.0,3.0,2.5,3.0
1403,1342,6751442A85E4,4.0,4.5,4.0,4.0,4.0,4.5
1404,824,3F80F96A6F5A,4.0,3.5,3.0,4.0,3.0,3.5
1405,3233,E1E09D32484D,4.0,4.0,4.0,4.0,3.5,4.0
1406,3832,FCD5885AE01E,2.0,2.0,2.5,2.5,2.0,2.5
1407,1481,72732FD01203,4.0,3.5,3.0,3.0,3.0,3.5
1408,3710,F7DB1032DFAC,2.5,3.0,3.5,3.0,3.0,3.0
1409,3701,F78366DD5A31,4.0,4.0,3.5,4.0,4.0,4.5
1410,3479,EDDAE2D4080B,1.5,1.0,2.0,1.5,2.0,1.5
1411,3259,E2E99090C7D5,3.0,2.5,3.5,3.5,3.5,3.0
1412,1024,4E59508F6D0B,3.0,3.0,3.5,2.5,3.0,4.0
1413,2461,B7291A99BF2E,2.0,2.5,2.5,2.0,2.0,2.5
1414,592,2CAAF1F40F49,3.5,3.0,3.5,3.0,3.0,2.5
1415,3321,E5F1CCC31762,3.5,2.0,3.5,3.0,3.0,2.5
1416,3640,F51C77EFF5D8,3.5,4.0,3.5,4.0,3.5,3.5
1417,3534,F069420C6DB7,3.5,3.0,3.0,3.5,4.0,3.0
1418,2508,BA71C09852E8,3.5,4.0,4.5,3.5,4.0,4.0
1419,1797,87A8B315A26E,3.0,2.0,3.0,2.5,2.5,2.0
1420,3044,D96EF27304E5,3.5,3.5,3.5,3.5,3.5,3.5
1421,127,09ADB0629CD0,4.0,3.5,3.5,3.5,4.0,4.0
1422,3316,E57E60E07425,3.5,3.0,3.0,3.5,3.0,4.5
1423,3567,F17E1C91D1DC,3.5,3.0,3.5,3.0,3.0,3.5
1424,2437,B5106AB5C81C,3.0,2.5,2.5,3.0,2.5,3.0
1425,403,1E7CF4875ED5,3.0,3.5,3.0,3.5,3.5,3.0
1426,150,0B720B5EA0E9,3.0,3.0,3.0,3.5,3.0,3.0
1427,3771,FA145FA7B678,2.0,2.0,3.0,2.5,2.0,2.5
1428,2394,B1E8A95B0939,3.5,3.0,3.0,3.5,4.0,2.5
1429,1437,6E3D46F9AAE1,4.5,4.5,4.5,4.0,4.5,4.5
1430,1629,7B8400D217C1,2.0,2.0,2.5,2.0,2.0,2.0
1431,3174,DF1D43973CFA,2.5,2.0,2.5,2.0,2.0,2.5
1432,2442,B5618012B782,2.5,2.5,2.5,2.0,2.0,2.0
1433,62,04E1A9EE5BE1,2.0,1.5,2.0,2.0,1.5,1.5
1434,2336,AD730017246A,2.0,2.0,3.0,2.5,2.5,2.0
1435,2256,A902D2DE1A8A,2.0,2.0,3.0,2.5,3.0,2.5
1436,2544,BD0CEEC9B429,4.0,3.0,4.0,3.0,3.0,3.0
1437,2400,B279118BA2EC,2.5,3.0,2.5,2.0,2.0,2.0
1438,95,070D792C65B7,4.0,4.0,4.0,4.5,4.0,4.0
1439,959,49619EA08A55,3.5,2.5,3.0,3.0,2.5,3.0
1440,2191,A39343536B4B,4.0,3.0,3.0,3.0,3.0,3.0
1441,3076,DACF12F21A7C,2.5,2.5,2.5,3.0,2.0,3.0
1442,1576,78A3B43DFF8E,2.5,2.0,2.0,2.0,1.5,2.0
1443,3088,DB621DB9A4C3,3.0,3.0,3.0,3.0,2.5,3.0
1444,2153,A0D37DDFBE96,2.5,4.0,3.5,3.5,3.0,3.5
1445,236,113B1543C433,2.5,2.0,3.0,2.5,2.5,2.5
